2025-10-30 15:58:12 | INFO     | no-corre | etl.test             | Starting operation: test_operation
2025-10-31 07:26:29 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /posts HTTP/1.1" 200 None
2025-10-31 07:26:29 | INFO     | no-corre | database.data_from_api | Sync fetch from /posts: 100 records
2025-10-31 07:26:29 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:26:29 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /comments HTTP/1.1" 200 None
2025-10-31 07:26:29 | INFO     | no-corre | database.data_from_api | Sync fetch from /comments: 500 records
2025-10-31 07:26:29 | INFO     | no-corre | database.data_from_api | Exported 10 users records to data\API\users.csv
2025-10-31 07:26:29 | INFO     | no-corre | database.data_from_api | Exported 100 posts records to data\API\posts.csv
2025-10-31 07:26:29 | INFO     | no-corre | database.data_from_api | Exported 500 comments records to data\API\comments.csv
2025-10-31 07:28:15 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:28:15 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:28:15 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:28:15 | INFO     | no-corre | database.data_from_api | Fetched 1615 records from orders
2025-10-31 07:28:20 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:28:20 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:28:20 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:28:20 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:28:20 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:28:20 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:28:20 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:28:20 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:28:21 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:28:21 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:28:21 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:28:21 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:28:21 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:31:43 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:31:43 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:31:44 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /users HTTP/1.1" 200 1847
2025-10-31 07:31:44 | INFO     | no-corre | database.data_from_api | Sync fetch from /users: 10 records
2025-10-31 07:31:44 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:31:44 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /posts HTTP/1.1" 200 None
2025-10-31 07:31:44 | INFO     | no-corre | database.data_from_api | Sync fetch from /posts: 100 records
2025-10-31 07:31:44 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:31:44 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /comments HTTP/1.1" 200 None
2025-10-31 07:31:44 | INFO     | no-corre | database.data_from_api | Sync fetch from /comments: 500 records
2025-10-31 07:31:44 | INFO     | no-corre | database.data_from_api | Exported 10 users records to data\API\users.csv
2025-10-31 07:31:44 | INFO     | no-corre | database.data_from_api | Exported 100 posts records to data\API\posts.csv
2025-10-31 07:31:44 | INFO     | no-corre | database.data_from_api | Exported 500 comments records to data\API\comments.csv
2025-10-31 07:32:12 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:13 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:32:13 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:32:13 | INFO     | no-corre | database.data_from_api | Fetched 1615 records from orders
2025-10-31 07:32:14 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:32:14 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:15 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:32:15 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:32:15 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:15 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:32:15 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:32:15 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:15 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:32:15 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:32:15 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:32:15 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:32:15 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:32:29 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:29 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:32:29 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:32:29 | INFO     | no-corre | database.data_from_api | Fetched 1615 records from orders
2025-10-31 07:32:30 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:32:30 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:31 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:32:31 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:32:31 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:31 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:32:31 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:32:31 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:31 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:32:31 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:32:31 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:32:31 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:32:31 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:32:33 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:32:33 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:33 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:32:33 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:32:33 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:33 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:32:33 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:32:33 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:34 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:32:34 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:32:34 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:32:34 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:32:34 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:32:39 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:32:39 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:40 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:32:40 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:32:40 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:40 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:32:40 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:32:40 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:32:41 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:32:41 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:32:41 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:32:41 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:32:41 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:34:16 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:34:16 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /users HTTP/1.1" 200 1847
2025-10-31 07:34:16 | INFO     | no-corre | database.data_from_api | Sync fetch from /users: 10 records
2025-10-31 07:34:16 | INFO     | no-corre | database.data_from_api | Fetched 10 records from users
2025-10-31 07:34:16 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:34:16 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:34:16 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /users HTTP/1.1" 200 1847
2025-10-31 07:34:16 | INFO     | no-corre | database.data_from_api | Sync fetch from /users: 10 records
2025-10-31 07:34:16 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:34:17 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /posts HTTP/1.1" 200 None
2025-10-31 07:34:17 | INFO     | no-corre | database.data_from_api | Sync fetch from /posts: 100 records
2025-10-31 07:34:17 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:34:17 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /comments HTTP/1.1" 200 None
2025-10-31 07:34:17 | INFO     | no-corre | database.data_from_api | Sync fetch from /comments: 500 records
2025-10-31 07:34:17 | INFO     | no-corre | database.data_from_api | Exported 10 users records to data\API\users.csv
2025-10-31 07:34:17 | INFO     | no-corre | database.data_from_api | Exported 100 posts records to data\API\posts.csv
2025-10-31 07:34:17 | INFO     | no-corre | database.data_from_api | Exported 500 comments records to data\API\comments.csv
2025-10-31 07:35:46 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:35:46 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:35:46 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:35:46 | INFO     | no-corre | database.data_from_api | Fetched 1615 records from orders
2025-10-31 07:35:49 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:35:49 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:35:49 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:35:49 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:35:49 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:35:49 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:35:49 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:35:49 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:35:50 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:35:50 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:35:50 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:35:50 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:35:50 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:36:59 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:36:59 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:37:00 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:37:00 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:37:00 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:37:00 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:37:00 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:37:00 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:37:00 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:37:00 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:37:00 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:37:00 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:37:00 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:38:44 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:38:44 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:38:45 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:38:45 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:38:45 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:38:45 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:38:45 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:38:45 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:38:45 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:38:45 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:38:45 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:38:45 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:38:45 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:38:53 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:38:54 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:38:54 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:38:54 | INFO     | no-corre | database.data_from_api | Fetched 1615 records from orders
2025-10-31 07:38:58 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:38:58 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:38:58 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:38:58 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:38:58 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:38:59 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:38:59 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:38:59 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:38:59 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:38:59 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:38:59 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:38:59 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:38:59 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:40:04 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:40:04 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:40:04 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:40:04 | INFO     | no-corre | database.data_from_api | Fetched 1615 records from orders
2025-10-31 07:40:07 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:40:07 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:40:07 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:40:07 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:40:07 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:40:07 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:40:07 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:40:07 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:40:08 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:40:08 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:40:08 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:40:08 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:40:08 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:40:19 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:40:19 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:40:19 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:40:19 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:40:19 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:40:19 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:40:19 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:40:19 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:40:20 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:40:20 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:40:20 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:40:20 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:40:20 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:41:05 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:41:05 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:41:05 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /users HTTP/1.1" 200 1847
2025-10-31 07:41:05 | INFO     | no-corre | database.data_from_api | Sync fetch from /users: 10 records
2025-10-31 07:41:05 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:41:06 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /posts HTTP/1.1" 200 None
2025-10-31 07:41:06 | INFO     | no-corre | database.data_from_api | Sync fetch from /posts: 100 records
2025-10-31 07:41:06 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:41:06 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /comments HTTP/1.1" 200 None
2025-10-31 07:41:06 | INFO     | no-corre | database.data_from_api | Sync fetch from /comments: 500 records
2025-10-31 07:41:06 | INFO     | no-corre | database.data_from_api | Exported 10 users records to data/API\users.csv
2025-10-31 07:41:06 | INFO     | no-corre | database.data_from_api | Exported 100 posts records to data/API\posts.csv
2025-10-31 07:41:06 | INFO     | no-corre | database.data_from_api | Exported 500 comments records to data/API\comments.csv
2025-10-31 07:41:51 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:41:51 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:41:51 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:41:51 | INFO     | no-corre | database.data_from_api | Fetched 1615 records from orders
2025-10-31 07:41:52 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:41:52 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:41:53 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:41:53 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:41:53 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:41:53 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:41:53 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:41:53 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:41:53 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:41:53 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:41:53 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:41:53 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:41:53 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:43:31 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:43:31 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:43:31 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:43:31 | INFO     | no-corre | database.data_from_api | Fetched 1615 records from orders
2025-10-31 07:43:33 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:43:33 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:43:33 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:43:33 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:43:33 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
